amount,txn_hour,payment_mode,receiver_type,is_new_receiver,avg_amount_7d,avg_amount_30d,max_amount_7d,txn_count_1h,txn_count_24h,days_since_last_txn,night_txn_ratio,location_mismatch,is_night,is_round_amount,velocity_check,deviation_from_sender_avg,exceeds_recent_max,is_fraud
5499.16,10,QR,INDIVIDUAL,0,6767.57,6684.75,11706.11,0,2,10,0.174,0,0,0,0,0.82,0,0
1507.56,4,QR,INDIVIDUAL,0,1505.9,1488.06,2388.47,5,7,12,0.141,0,1,0,1,1.01,0,0
1289.49,4,QR,INDIVIDUAL,1,1181.95,1202.22,1822.87,1,3,13,0.229,0,1,0,0,1.07,0,1
797.43,17,QR,MERCHANT,0,724.19,696.63,1220.61,1,3,7,0.256,0,0,0,0,1.14,0,0
724.51,15,QR,MERCHANT,1,918.19,804.12,1270.77,1,4,6,0.073,0,0,0,0,0.9,0,0
1075.02,22,QR,MERCHANT,1,1018.63,1126.86,1930.28,2,12,9,0.067,0,0,0,0,0.95,0,0
1923.46,18,QR,INDIVIDUAL,0,1785.5,1729.97,2458.21,2,5,11,0.262,0,0,0,0,1.11,0,0
21119.1,23,QR,INDIVIDUAL,0,18439.63,15564.14,27679.58,4,8,6,0.048,1,0,0,1,1.36,0,0
2268.12,8,QR,MERCHANT,0,1898.0,1740.01,3405.02,1,4,9,0.089,0,0,0,0,1.3,0,0
4272.59,10,MANUAL,MERCHANT,0,3660.18,3057.92,6958.51,0,2,1,0.126,0,0,0,0,1.4,0,0
5220.94,10,QR,INDIVIDUAL,0,5967.99,5852.27,6678.15,0,3,9,0.233,0,0,0,0,0.89,0,0
4096.79,13,QR,MERCHANT,0,3169.05,3232.02,5743.51,0,1,1,0.044,1,0,0,0,1.27,0,0
3395.82,9,QR,INDIVIDUAL,1,3705.69,3151.79,5921.65,0,3,10,0.233,0,0,0,0,1.08,0,0
1241.7,8,QR,MERCHANT,0,919.01,952.45,1178.5,0,5,10,0.313,0,0,0,0,1.3,1,0
13437.91,4,QR,MERCHANT,0,11329.37,9793.9,18624.01,1,5,2,0.096,0,1,0,0,1.37,0,0
18517.6,10,MANUAL,MERCHANT,1,16856.63,17309.32,27373.81,0,1,6,0.115,0,0,0,0,1.07,0,0
800.8,8,QR,MERCHANT,0,1110.41,988.27,1373.33,0,1,6,0.246,0,0,0,0,0.81,0,0
1448.63,12,QR,MERCHANT,0,2001.46,1737.24,3155.07,3,5,11,0.018,0,0,0,1,0.83,0,0
2830.39,18,QR,MERCHANT,0,2513.91,2163.77,3010.08,1,1,7,0.345,1,0,0,0,1.31,0,0
1528.31,7,QR,INDIVIDUAL,0,1355.69,1148.08,2234.02,0,2,10,0.149,1,0,0,0,1.33,0,0
5740.89,22,MANUAL,MERCHANT,0,5046.53,4546.23,8531.84,2,6,11,0.013,0,0,0,0,1.26,0,1
1890.42,3,MANUAL,MERCHANT,0,2299.31,2231.03,3503.26,2,2,1,0.179,0,1,0,0,0.85,0,0
25554.03,11,QR,INDIVIDUAL,1,30372.97,31303.93,50867.83,2,3,1,0.014,0,0,0,0,0.82,0,0
10630.62,6,QR,MERCHANT,0,7989.63,8578.64,14355.66,4,7,4,0.079,0,0,0,1,1.24,0,0
4408.62,23,MANUAL,MERCHANT,0,4364.19,3730.33,5655.11,0,4,6,0.105,0,0,0,0,1.18,0,0
9175.46,7,QR,MERCHANT,0,9497.24,9858.52,12157.56,0,2,10,0.199,0,0,0,0,0.93,0,0
9850.82,18,QR,MERCHANT,1,12083.28,10769.28,18084.52,0,4,11,0.345,0,0,0,0,0.91,0,0
2191.73,22,QR,MERCHANT,0,2334.06,2066.64,3683.34,0,2,14,0.038,0,0,0,0,1.06,0,1
1746.56,7,MANUAL,MERCHANT,0,1743.13,1717.33,2045.7,0,2,8,0.102,0,0,0,0,1.02,0,0
3906.23,18,QR,INDIVIDUAL,0,3712.04,3390.5,6911.03,1,5,9,0.015,0,0,0,0,1.15,0,0
7906.75,3,MANUAL,INDIVIDUAL,0,6062.64,6475.09,10436.08,0,1,14,0.11,0,1,0,0,1.22,0,0
4126.37,9,MANUAL,MERCHANT,0,4745.0,4670.73,8628.39,0,2,3,0.119,0,0,0,0,0.88,0,0
880.69,14,QR,MERCHANT,0,639.34,633.22,773.99,1,5,3,0.099,0,0,0,0,1.39,1,0
1767.74,22,MANUAL,INDIVIDUAL,0,1937.08,1816.84,2299.99,1,5,0,0.01,0,0,0,0,0.97,0,0
3406.44,7,MANUAL,MERCHANT,0,2596.35,2486.98,5093.44,0,1,13,0.16,0,0,0,0,1.37,0,0
3401.26,14,QR,MERCHANT,0,3897.41,4155.63,4736.38,0,0,10,0.233,0,0,0,0,0.82,0,0
21488.82,15,QR,INDIVIDUAL,0,26496.69,25246.37,47695.09,0,1,14,0.157,0,0,0,0,0.85,0,0
1045.88,23,QR,INDIVIDUAL,0,827.05,914.88,1166.53,0,1,4,0.24,0,0,1,0,1.14,0,0
5738.94,20,MANUAL,INDIVIDUAL,1,4809.89,4663.69,9559.91,1,3,6,0.056,0,0,0,0,1.23,0,0
13907.75,6,QR,MERCHANT,1,10084.93,10633.3,12733.27,1,5,5,0.252,1,0,0,0,1.31,1,0
28121.92,7,QR,INDIVIDUAL,1,24600.41,26112.93,27767.89,1,2,0,0.061,0,0,0,0,1.08,1,0
2530.17,12,QR,MERCHANT,0,2722.22,3023.17,3846.3,0,1,5,0.169,0,0,0,0,0.84,0,0
5666.27,12,MANUAL,MERCHANT,0,6801.6,5670.85,8235.64,0,6,2,0.22,0,0,0,0,1.0,0,0
6080.15,1,QR,MERCHANT,1,4639.86,4377.86,8502.82,1,4,8,0.03,0,1,0,0,1.39,0,0
4341.32,19,MANUAL,MERCHANT,0,3373.83,3221.2,5895.63,2,2,8,0.102,0,0,0,0,1.35,0,1
3331.04,14,QR,INDIVIDUAL,0,3341.89,3421.56,6459.66,1,4,2,0.151,0,0,0,0,0.97,0,0
5390.42,5,MANUAL,MERCHANT,0,4489.59,4006.59,7191.21,0,4,6,0.114,0,1,0,0,1.35,0,0
372.78,17,QR,INDIVIDUAL,0,327.83,303.9,497.52,2,3,11,0.184,0,0,0,0,1.22,0,0
6726.85,6,QR,MERCHANT,0,7567.87,6641.88,11116.89,1,4,9,0.259,0,0,0,0,1.01,0,0
4078.81,1,QR,MERCHANT,0,3465.28,2946.41,6451.27,3,7,6,0.211,0,1,0,1,1.38,0,0
2980.28,1,MANUAL,INDIVIDUAL,1,2877.57,2714.81,4629.06,0,3,0,0.257,0,1,0,0,1.1,0,0
22975.32,0,QR,MERCHANT,0,16933.54,17969.1,29153.52,1,4,10,0.142,0,1,0,0,1.28,0,0
1983.38,21,QR,INDIVIDUAL,0,2001.97,1810.44,3217.74,1,2,8,0.246,0,0,0,0,1.09,0,0
2533.18,13,QR,MERCHANT,0,2978.74,2489.8,4150.71,0,3,13,0.443,0,0,0,0,1.02,0,0
21859.65,1,MANUAL,MERCHANT,0,17821.02,18196.09,29846.42,4,6,5,0.104,0,1,0,1,1.2,0,0
1721.83,9,QR,MERCHANT,0,1778.96,1519.63,2318.02,1,3,14,0.099,0,0,0,0,1.13,0,0
2219.19,3,QR,MERCHANT,0,1988.25,1821.89,3461.41,0,2,9,0.157,0,1,0,0,1.22,0,0
3189.68,3,QR,INDIVIDUAL,0,4122.72,3862.32,5692.64,1,3,14,0.04,1,1,0,0,0.83,0,0
7759.41,22,QR,MERCHANT,0,8734.83,9509.43,12390.94,1,3,5,0.106,1,0,0,0,0.82,0,0
4389.73,6,MANUAL,MERCHANT,0,4701.52,4551.12,5651.85,0,1,0,0.197,0,0,0,0,0.96,0,0
1137.56,19,QR,INDIVIDUAL,1,1159.39,1124.35,2272.3,0,2,10,0.039,0,0,0,0,1.01,0,0
2255.32,4,MANUAL,MERCHANT,1,2355.76,2024.11,2616.69,1,4,2,0.255,1,1,0,0,1.11,0,0
2107.76,11,MANUAL,MERCHANT,0,2782.51,2559.08,4255.18,1,5,4,0.25,0,0,0,0,0.82,0,0
3396.5,11,QR,INDIVIDUAL,0,3914.64,3398.76,6789.61,0,3,1,0.158,0,0,0,0,1.0,0,0
5341.49,5,MANUAL,INDIVIDUAL,1,5521.88,5414.98,6653.21,0,4,12,0.33,0,1,0,0,0.99,0,0
5304.89,17,QR,MERCHANT,0,5099.53,4479.21,6614.17,0,5,5,0.313,0,0,0,0,1.18,0,0
736.26,1,QR,MERCHANT,1,545.46,597.93,1033.34,1,4,1,0.205,0,1,0,0,1.23,0,0
9485.76,18,QR,MERCHANT,0,7510.45,7175.59,9333.95,1,4,0,0.352,1,0,0,0,1.32,1,0
4570.2,15,MANUAL,MERCHANT,1,5923.27,5497.25,7368.96,3,5,0,0.038,0,0,0,1,0.83,0,0
12658.43,22,MANUAL,MERCHANT,1,12240.42,13529.17,17035.81,2,5,4,0.173,0,0,0,0,0.94,0,0
5430.46,1,QR,MERCHANT,0,5035.07,5567.95,5545.01,0,1,14,0.109,0,1,0,0,0.98,0,0
9810.32,16,MANUAL,INDIVIDUAL,1,13543.95,11511.37,24000.91,0,4,12,0.034,0,0,0,0,0.85,0,0
5540.78,19,QR,MERCHANT,0,4870.54,4133.93,6333.67,1,2,12,0.36,0,0,0,0,1.34,0,0
12229.46,6,MANUAL,INDIVIDUAL,1,12038.27,10180.31,14501.31,1,3,1,0.037,0,0,0,0,1.2,0,0
5825.65,20,MANUAL,INDIVIDUAL,0,4842.6,5057.17,5607.56,2,6,7,0.172,0,0,0,0,1.15,1,0
3333.83,6,MANUAL,MERCHANT,1,3499.04,2946.15,5947.02,0,1,9,0.121,0,0,0,0,1.13,0,0
28146.86,22,QR,INDIVIDUAL,0,35513.46,31519.33,69668.54,1,6,1,0.099,0,0,0,0,0.89,0,0
8104.17,11,MANUAL,INDIVIDUAL,0,6051.19,5850.35,8286.17,1,3,13,0.309,0,0,0,0,1.39,0,0
6101.99,22,QR,MERCHANT,0,5406.58,5160.63,10289.01,1,4,0,0.087,0,0,0,0,1.18,0,0
1154.39,10,QR,MERCHANT,0,1331.48,1336.78,2518.23,0,1,1,0.127,0,0,0,0,0.86,0,0
1141.98,16,QR,MERCHANT,0,1150.56,985.92,1754.79,0,4,4,0.109,0,0,0,0,1.16,0,0
4738.35,10,QR,MERCHANT,1,5487.12,5010.52,8200.56,0,2,3,0.127,0,0,0,0,0.95,0,0
4150.44,7,QR,INDIVIDUAL,1,4701.35,4130.01,6906.79,3,5,1,0.114,0,0,0,1,1.0,0,1
2094.96,5,MANUAL,INDIVIDUAL,0,2111.13,2306.12,3522.98,2,2,1,0.244,1,1,0,0,0.91,0,0
4133.52,5,QR,INDIVIDUAL,1,2968.02,3174.9,5614.49,0,3,1,0.116,0,1,0,0,1.3,0,0
15210.85,14,QR,MERCHANT,0,17593.14,16171.18,29882.93,0,2,5,0.316,0,0,0,0,0.94,0,0
6808.06,19,QR,MERCHANT,0,5294.17,5840.42,7361.72,1,3,3,0.073,0,0,0,0,1.17,0,0
1303.87,11,QR,INDIVIDUAL,1,1123.82,966.66,1798.63,2,6,7,0.654,0,0,0,0,1.35,0,1
3293.29,8,MANUAL,INDIVIDUAL,1,3277.25,3008.02,6270.59,1,2,13,0.095,0,0,0,0,1.09,0,0
1764.34,12,QR,INDIVIDUAL,0,1506.04,1656.06,2553.71,0,1,8,0.211,0,0,0,0,1.06,0,0
2568.48,14,MANUAL,MERCHANT,0,2549.64,2254.35,3333.55,1,5,0,0.108,0,0,0,0,1.14,0,0
2509.27,14,QR,MERCHANT,0,2713.46,2500.21,5344.18,1,4,6,0.364,0,0,0,0,1.0,0,0
2368.75,12,QR,MERCHANT,1,3317.22,2795.45,4831.63,1,3,6,0.186,0,0,0,0,0.85,0,0
1176.59,8,MANUAL,MERCHANT,0,1159.37,1184.92,1304.17,1,4,1,0.117,0,0,0,0,0.99,0,0
3245.78,10,QR,MERCHANT,0,3573.11,3766.38,4047.14,0,6,4,0.109,0,0,0,0,0.86,0,0
2198.33,21,MANUAL,INDIVIDUAL,1,2025.57,1947.25,3954.47,0,3,6,0.092,0,0,0,0,1.13,0,0
260.73,10,QR,INDIVIDUAL,0,332.63,317.8,662.99,1,2,9,0.072,0,0,0,0,0.82,0,1
23102.01,8,QR,MERCHANT,1,15837.93,17333.94,21936.71,0,3,2,0.158,0,0,0,0,1.33,1,0
9700.11,16,QR,INDIVIDUAL,1,11718.84,11768.75,15091.99,2,5,2,0.341,0,0,0,0,0.82,0,0
2594.97,22,QR,MERCHANT,0,2911.94,2965.94,3400.91,1,6,1,0.115,0,0,0,0,0.87,0,0
3703.14,20,MANUAL,INDIVIDUAL,1,3216.19,2969.75,5887.92,0,1,12,0.026,0,0,0,0,1.25,0,0
1268.4,5,QR,MERCHANT,1,1065.75,944.03,1619.94,0,3,10,0.072,0,1,0,0,1.34,0,0
16749.95,21,QR,INDIVIDUAL,1,14243.31,14583.1,19587.51,0,2,1,0.015,0,0,0,0,1.15,0,0
20081.61,4,QR,MERCHANT,0,20213.19,18045.76,27669.29,0,1,11,0.071,0,1,0,0,1.11,0,0
4192.38,20,QR,INDIVIDUAL,0,3467.01,3410.71,5563.81,2,5,6,0.275,0,0,0,0,1.23,0,0
9146.97,2,QR,INDIVIDUAL,0,7621.41,6934.91,10790.03,0,3,11,0.355,1,1,0,0,1.32,0,0
4263.13,5,MANUAL,MERCHANT,1,3509.73,3250.94,4825.76,0,2,8,0.0,0,1,0,0,1.31,0,0
1093.29,21,QR,INDIVIDUAL,1,964.22,845.8,1172.65,0,2,8,0.28,0,0,0,0,1.29,0,1
2513.32,16,QR,INDIVIDUAL,0,2212.24,2024.36,3893.63,0,2,8,0.356,0,0,0,0,1.24,0,0
4099.97,10,QR,INDIVIDUAL,0,4483.08,4692.27,5944.13,2,5,11,0.17,0,0,0,0,0.87,0,0
2418.51,3,QR,INDIVIDUAL,1,2321.99,2042.79,4340.41,1,4,0,0.011,0,1,0,0,1.18,0,0
2990.55,11,QR,MERCHANT,0,3031.78,2738.65,4573.86,0,0,2,0.077,0,0,0,0,1.09,0,0
3353.43,9,QR,MERCHANT,0,4025.89,3945.47,7728.62,0,2,7,0.148,0,0,0,0,0.85,0,0
3385.34,16,QR,INDIVIDUAL,0,3403.29,3771.64,5021.61,1,5,8,0.108,0,0,0,0,0.9,0,0
3816.28,5,QR,INDIVIDUAL,0,3249.02,3024.47,4848.67,1,4,1,0.082,0,1,0,0,1.26,0,0
1401.72,17,QR,MERCHANT,0,1126.6,1056.74,1802.15,2,4,5,0.039,0,0,0,0,1.33,0,0
1909.67,20,QR,MERCHANT,0,1551.9,1386.66,2394.15,0,0,9,0.253,0,0,0,0,1.38,0,0
1145.82,18,QR,MERCHANT,0,1062.25,1150.89,2067.63,0,2,5,0.095,0,0,0,0,0.99,0,0
8778.26,21,QR,MERCHANT,0,6620.4,6439.99,7326.48,2,5,12,0.204,0,0,0,0,1.36,1,0
547.26,14,QR,MERCHANT,0,714.97,668.3,858.86,0,4,4,0.065,0,0,0,0,0.82,0,0
10282.84,11,QR,MERCHANT,0,9289.75,7848.51,16367.46,0,2,12,0.112,0,0,0,0,1.31,0,0
12679.15,18,MANUAL,INDIVIDUAL,0,11765.1,10667.93,23081.26,1,3,14,0.135,0,0,0,0,1.19,0,0
2773.98,4,MANUAL,INDIVIDUAL,0,2093.53,2042.52,4143.61,1,3,0,0.134,0,1,0,0,1.36,0,0
349.74,17,QR,INDIVIDUAL,0,405.71,353.54,476.89,1,5,12,0.445,0,0,0,0,0.99,0,0
2630.21,11,QR,MERCHANT,0,2452.63,2382.95,3782.72,0,1,13,0.199,0,0,0,0,1.1,0,0
3436.59,14,MANUAL,MERCHANT,1,3033.78,2708.99,4609.0,0,6,10,0.259,0,0,0,0,1.27,0,0
1466.25,9,MANUAL,INDIVIDUAL,0,1245.65,1176.36,2123.53,0,5,13,0.08,0,0,0,0,1.25,0,0
2289.99,18,MANUAL,INDIVIDUAL,1,1700.37,1796.85,2078.62,0,2,5,0.192,0,0,0,0,1.27,1,0
14431.6,8,QR,MERCHANT,1,17634.41,14753.03,26614.79,2,4,9,0.253,0,0,0,0,0.98,0,0
6623.87,5,MANUAL,INDIVIDUAL,0,7825.55,7446.73,11559.03,0,1,1,0.07,0,1,0,0,0.89,0,0
1584.29,13,QR,MERCHANT,1,1504.87,1592.13,1844.72,0,3,1,0.011,0,0,0,0,0.99,0,0
864.51,0,MANUAL,INDIVIDUAL,0,783.4,679.83,1145.31,1,4,3,0.009,0,1,0,0,1.27,0,0
2712.66,0,QR,MERCHANT,0,2697.02,2454.8,4520.16,1,4,8,0.187,0,1,0,0,1.1,0,0
3004.57,10,QR,MERCHANT,1,2533.0,2495.18,4289.8,1,2,4,0.148,0,0,1,0,1.2,0,0
5690.65,2,MANUAL,MERCHANT,0,4023.75,4088.52,6411.06,1,2,10,0.167,0,1,0,0,1.39,0,0
2248.94,20,QR,MERCHANT,1,2249.78,2237.84,3662.96,0,3,14,0.077,0,0,0,0,1.0,0,0
5769.55,21,QR,INDIVIDUAL,1,5652.68,5058.84,8638.4,1,2,7,0.105,0,0,0,0,1.14,0,1
20777.76,4,QR,MERCHANT,0,21106.27,22294.09,23575.51,2,9,6,0.084,0,1,0,0,0.93,0,0
7585.17,7,QR,MERCHANT,1,7137.69,7006.21,10975.14,0,6,1,0.003,0,0,0,0,1.08,0,0
3486.73,21,QR,INDIVIDUAL,0,3011.54,3000.28,5924.46,1,2,0,0.012,0,0,0,0,1.16,0,0
3087.65,17,QR,INDIVIDUAL,0,2321.3,2557.13,2675.68,0,3,9,0.117,0,0,0,0,1.21,1,0
2641.21,4,MANUAL,INDIVIDUAL,0,2388.85,2295.72,4689.21,0,2,3,0.165,0,1,0,0,1.15,0,0
10536.25,11,QR,MERCHANT,1,7917.21,8447.95,11691.18,2,4,2,0.203,0,0,0,0,1.25,0,0
2070.24,22,QR,INDIVIDUAL,0,2178.56,2092.77,2573.89,1,4,14,0.296,0,0,0,0,0.99,0,0
3792.2,17,MANUAL,MERCHANT,1,3214.22,3142.45,3923.2,0,3,8,0.043,0,0,0,0,1.21,0,0
3812.64,20,QR,INDIVIDUAL,0,4869.73,4506.38,7723.15,1,5,10,0.098,0,0,0,0,0.85,0,0
2317.85,11,QR,MERCHANT,0,2030.38,1994.93,3217.74,0,5,10,0.532,0,0,0,0,1.16,0,0
1058.68,20,MANUAL,MERCHANT,0,1021.62,1015.11,1325.55,1,3,5,0.073,0,0,0,0,1.04,0,0
4869.16,7,QR,INDIVIDUAL,1,5707.33,4946.07,8448.8,1,4,6,0.132,0,0,0,0,0.98,0,0
3446.44,8,MANUAL,INDIVIDUAL,0,4636.67,3888.39,5772.69,1,3,9,0.421,0,0,0,0,0.89,0,0
5711.38,14,QR,INDIVIDUAL,1,4217.93,4168.82,5965.19,0,3,1,0.014,0,0,0,0,1.37,0,0
2252.42,2,MANUAL,MERCHANT,1,1989.82,1859.79,2735.08,3,3,3,0.255,0,1,0,1,1.21,0,0
10924.24,14,MANUAL,MERCHANT,0,9088.45,8918.82,12372.36,2,3,14,0.196,1,0,0,0,1.22,0,0
1653.92,3,MANUAL,INDIVIDUAL,0,1262.28,1263.29,2319.53,0,3,11,0.098,0,1,0,0,1.31,0,0
16997.75,15,QR,MERCHANT,0,11564.67,12475.2,14318.36,1,5,12,0.018,0,0,0,0,1.36,1,0
755.31,18,MANUAL,INDIVIDUAL,1,867.67,894.93,1254.75,0,3,4,0.014,0,0,0,0,0.84,0,0
5384.57,17,MANUAL,MERCHANT,0,5788.52,4872.2,6803.38,0,2,3,0.053,0,0,0,0,1.1,0,0
5585.27,15,QR,MERCHANT,1,6288.26,6850.59,12159.03,0,2,5,0.015,0,0,0,0,0.82,0,0
1779.34,11,QR,INDIVIDUAL,0,2209.12,2052.87,4387.75,0,2,3,0.455,0,0,0,0,0.87,0,0
5334.52,11,QR,MERCHANT,1,5414.25,4639.95,6190.63,0,4,1,0.304,0,0,0,0,1.15,0,0
11516.85,22,QR,INDIVIDUAL,1,7588.37,8323.17,11861.67,2,5,2,0.098,0,0,0,0,1.38,0,0
495.15,3,QR,MERCHANT,0,413.15,413.1,567.06,2,4,8,0.085,0,1,0,0,1.2,0,0
5724.27,14,MANUAL,INDIVIDUAL,1,4711.36,4823.47,9195.57,0,5,2,0.105,0,0,0,0,1.19,0,0
386.08,18,QR,INDIVIDUAL,0,340.27,356.83,410.18,2,5,12,0.166,0,0,0,0,1.08,0,0
1526.76,17,QR,MERCHANT,0,1244.79,1274.45,2437.9,0,3,3,0.245,0,0,0,0,1.2,0,0
15776.07,10,QR,MERCHANT,1,22633.34,18983.63,28433.11,1,3,12,0.112,0,0,0,0,0.83,0,0
2156.83,23,QR,MERCHANT,1,2286.44,2273.7,3853.81,0,2,8,0.14,0,0,0,0,0.95,0,0
1265.86,22,QR,MERCHANT,0,1530.05,1308.63,1819.92,0,2,13,0.044,0,0,0,0,0.97,0,0
3046.83,14,MANUAL,MERCHANT,1,2658.72,2875.15,4719.66,2,4,4,0.045,0,0,1,0,1.06,0,1
23414.62,15,MANUAL,INDIVIDUAL,0,21800.7,21341.56,26491.45,0,4,0,0.151,0,0,0,0,1.1,0,0
700.28,10,QR,MERCHANT,0,630.16,546.14,971.47,1,2,5,0.228,0,0,0,0,1.28,0,0
1413.5,10,MANUAL,MERCHANT,0,1422.27,1192.47,2130.31,0,2,6,0.205,0,0,0,0,1.18,0,0
14012.27,20,QR,INDIVIDUAL,0,11976.55,12155.88,20785.4,0,1,6,0.508,0,0,1,0,1.15,0,0
19378.74,12,QR,MERCHANT,0,23259.47,23048.03,36324.12,0,1,5,0.302,0,0,0,0,0.84,0,0
3317.32,6,QR,MERCHANT,1,2723.88,2428.05,5171.99,0,3,1,0.068,0,0,0,0,1.37,0,0
1193.75,14,QR,MERCHANT,0,1268.15,1150.07,2050.11,2,3,2,0.028,0,0,0,0,1.04,0,1
24010.8,16,QR,INDIVIDUAL,0,19353.2,19686.81,33610.45,1,4,4,0.114,0,0,1,0,1.22,0,0
15290.67,23,MANUAL,INDIVIDUAL,0,15062.44,14959.09,21274.49,1,1,11,0.193,0,0,0,0,1.02,0,0
6707.97,12,QR,INDIVIDUAL,0,5368.46,5514.62,10060.38,0,2,1,0.074,0,0,0,0,1.22,0,0
1752.57,3,QR,INDIVIDUAL,0,1823.96,1733.35,3129.27,1,3,13,0.082,0,1,0,0,1.01,0,0
3483.78,0,QR,MERCHANT,0,3494.48,3303.85,5543.48,0,5,0,0.1,0,1,0,0,1.05,0,0
3151.63,11,QR,INDIVIDUAL,1,4046.61,3797.37,5290.59,0,2,11,0.164,0,0,0,0,0.83,0,0
4903.8,3,MANUAL,MERCHANT,0,6608.62,5943.97,10376.27,1,1,5,0.208,0,1,0,0,0.82,0,0
13438.8,0,MANUAL,MERCHANT,0,12665.88,12119.01,17096.97,1,6,1,0.208,1,1,0,0,1.11,0,0
8034.3,5,QR,MERCHANT,0,5220.31,5784.64,7012.94,1,1,8,0.119,0,1,1,0,1.39,1,0
1380.72,23,QR,MERCHANT,1,1358.31,1357.46,1644.12,1,3,5,0.004,0,0,0,0,1.02,0,0
12567.22,10,QR,MERCHANT,0,15813.37,14420.05,23928.33,1,2,1,0.188,0,0,0,0,0.87,0,0
4826.22,20,QR,MERCHANT,0,5446.88,5698.39,8028.61,0,5,4,0.103,0,0,0,0,0.85,0,1
6757.17,17,QR,INDIVIDUAL,0,6451.09,6071.48,10156.49,1,4,6,0.178,1,0,0,0,1.11,0,0
13628.07,17,QR,MERCHANT,1,9952.78,10771.35,14874.71,0,3,13,0.04,0,0,0,0,1.27,0,0
1338.87,19,QR,MERCHANT,0,1129.92,1063.01,2052.48,0,3,5,0.032,0,0,0,0,1.26,0,0
3525.43,5,QR,INDIVIDUAL,0,3422.48,3052.44,4675.96,0,6,10,0.031,1,1,0,0,1.15,0,0
2256.77,13,QR,MERCHANT,0,2352.25,2247.85,3314.66,3,5,0,0.066,0,0,0,1,1.0,0,0
887.96,5,MANUAL,INDIVIDUAL,0,779.9,652.28,1041.41,0,3,6,0.19,0,1,0,0,1.36,0,0
4974.3,21,QR,INDIVIDUAL,1,4866.65,4179.97,6221.03,1,3,2,0.19,0,0,0,0,1.19,0,0
34905.54,14,QR,MERCHANT,1,36877.13,36869.84,69825.53,0,3,1,0.061,0,0,0,0,0.95,0,0
695.01,21,QR,INDIVIDUAL,0,616.62,619.28,778.55,2,2,4,0.128,0,0,0,0,1.12,0,0
3536.69,0,QR,MERCHANT,0,3977.61,3435.98,5371.17,0,4,6,0.109,0,1,0,0,1.03,0,0
6480.08,16,MANUAL,MERCHANT,0,5305.98,5208.11,10044.98,2,3,2,0.28,1,0,0,0,1.24,0,0
4067.45,11,QR,INDIVIDUAL,0,4290.38,4705.86,5165.36,0,2,11,0.101,0,0,0,0,0.86,0,0
3288.49,2,QR,INDIVIDUAL,0,3387.88,3331.31,4440.24,1,2,9,0.097,0,1,0,0,0.99,0,0
1130.83,1,MANUAL,INDIVIDUAL,0,899.14,979.29,1496.74,0,2,11,0.071,0,1,0,0,1.15,0,0
4489.55,22,QR,INDIVIDUAL,0,4128.95,4531.1,5870.55,0,3,10,0.3,0,0,0,0,0.99,0,0
1842.56,5,MANUAL,INDIVIDUAL,1,1529.35,1486.34,2935.58,0,4,9,0.401,0,1,0,0,1.24,0,0
507.28,4,MANUAL,MERCHANT,0,673.02,598.84,1111.59,1,2,0,0.036,0,1,0,0,0.85,0,0
10669.38,7,MANUAL,INDIVIDUAL,0,12648.12,10674.48,24837.0,0,1,12,0.119,0,0,0,0,1.0,0,0
8626.1,1,QR,MERCHANT,1,10956.38,9290.34,19123.27,1,2,6,0.013,0,1,0,0,0.93,0,0
3814.23,11,MANUAL,MERCHANT,1,5296.09,4462.07,9995.88,0,4,0,0.168,0,0,0,0,0.85,0,0
4474.58,6,QR,INDIVIDUAL,1,3072.06,3354.09,4390.19,0,3,12,0.165,0,0,0,0,1.33,1,0
9574.76,13,QR,MERCHANT,1,10094.37,10125.24,18313.72,2,5,12,0.08,0,0,0,0,0.95,0,0
4455.55,9,QR,MERCHANT,0,3590.51,3640.89,4634.77,0,2,7,0.383,0,0,0,0,1.22,0,0
8214.17,19,MANUAL,MERCHANT,0,8088.93,8579.73,10281.46,0,3,13,0.191,0,0,0,0,0.96,0,0
2785.73,13,QR,MERCHANT,0,3483.69,3041.01,5745.62,0,3,0,0.161,1,0,0,0,0.92,0,0
11858.32,10,MANUAL,MERCHANT,1,9303.94,9043.24,13788.04,1,3,8,0.108,0,0,0,0,1.31,0,0
4859.58,18,QR,MERCHANT,0,4254.47,3976.83,7703.48,1,2,4,0.139,0,0,0,0,1.22,0,0
4335.74,0,MANUAL,INDIVIDUAL,0,3710.69,3759.81,7240.2,1,2,3,0.152,0,1,0,0,1.15,0,0
1160.89,1,QR,MERCHANT,0,1300.74,1175.58,2385.8,0,4,2,0.145,0,1,0,0,0.99,0,0
4713.85,22,MANUAL,MERCHANT,0,4424.65,3850.17,6383.45,1,3,3,0.029,0,0,0,0,1.22,0,0
1722.0,2,QR,MERCHANT,0,1561.24,1416.17,2730.75,0,0,11,0.191,0,1,0,0,1.22,0,0
2049.9,4,MANUAL,MERCHANT,0,1902.81,1727.05,3516.95,1,5,0,0.077,0,1,1,0,1.19,0,0
1747.89,10,QR,INDIVIDUAL,0,1971.14,1729.26,2737.33,0,3,0,0.035,1,0,0,0,1.01,0,0
1394.64,18,QR,MERCHANT,0,1633.78,1370.13,2083.61,0,0,10,0.201,0,0,0,0,1.02,0,0
24644.14,6,QR,MERCHANT,0,27599.76,27229.59,37480.63,1,1,14,0.444,0,0,0,0,0.91,0,0
12066.7,15,QR,INDIVIDUAL,1,10983.56,10594.44,18331.07,1,2,12,0.078,0,0,0,0,1.14,0,0
